Gender,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Stress_Level,AI_Tool_Usage,GPA,Performance_Tier,Total_Productive_Hrs,Distraction_Hrs,Study_Distraction_Ratio,Wellbeing_Score,Available_Study_Time,Active_Engagement_Score,Study_Quality,AI_Enhanced_Study,Resource_Quality,Focus_Ratio,Stress_Wellbeing,AI_Engagement,Lifestyle_Index,Study_Consistency,Time_Efficiency,Digital_Balance,Academic_Momentum,Stress_Load
0,1.0,0,2,4,0,5.5,2,4.0,2,3.0,3.0,0.3225806451612903,0.0,16.875,8.7,2.0,2.0,8,0.9677419354838709,0.9166666666666666,17.4,0.5,2,0.3076923076923077,0.6451612903225806,17.4,17.1875
1,2.0,1,3,3,0,1.5,3,3.67,2,6.0,3.0,1.2903225806451613,8.0,12.25,12.5,12.0,12.0,9,1.9354838709677418,0.10714285714285714,37.5,0.7539682539440665,6,4.8,0.9677419354838709,37.5,5.625
1,3.0,1,2,3,1,7.5,2,3.81,2,4.0,1.5,2.5,2.0,14.375,10.5,8.0,8.0,6,2.5,0.9375,21.0,0.4801587301526833,2,0.9411764705882353,1.25,21.0,12.1875
1,2.0,1,2,2,0,5.5,3,3.71,2,4.0,7.0,0.5633802816901409,2.0,10.25,11.5,12.0,12.0,4,0.5633802816901409,0.6875,34.5,0.39682539681935,3,1.8461538461538463,0.4225352112676057,34.5,42.625
0,2.0,1,3,3,2,3.5,0,3.9,2,4.0,1.5,2.5,6.0,16.125,11.5,4.0,0.0,9,2.5,0.2916666666666667,0.0,0.69047619045805,2,0.8888888888888888,0.0,11.5,6.5625
0,2.0,0,1,1,0,3.5,2,3.0,1,1.0,6.5,0.15151515151515152,5.5,13.125,9.5,1.0,2.0,1,0.15151515151515152,0.30434782608695654,19.0,0.3412698412532124,0,0.2222222222222222,0.30303030303030304,9.5,24.0625
1,2.0,0,3,3,2,1.5,1,3.8,2,1.0,1.5,0.625,3.5,17.375,10.5,3.0,1.0,9,0.625,0.15789473684210525,10.5,0.6111111111005291,3,1.2,0.625,31.5,2.4375
1,3.0,1,2,1,1,5.5,4,3.01,2,1.0,6.5,0.15151515151515152,-0.5,12.125,12.5,2.0,4.0,2,0.15151515151515152,1.0,50.0,0.25,4,0.3076923076923077,0.6060606060606061,25.0,37.8125
1,4.0,1,3,3,0,3.5,4,3.7,2,2.0,1.5,1.25,9.5,14.375,11.5,4.0,8.0,9,1.25,0.22580645161290322,46.0,0.8015873015585789,2,0.8888888888888888,2.5,23.0,5.6875
0,2.0,1,3,3,0,5.5,4,3.39,2,3.0,2.0,1.4285714285714286,4.0,13.25,11.5,9.0,12.0,9,1.4285714285714286,0.55,46.0,0.6269841269720332,6,1.3846153846153846,1.9047619047619047,34.5,15.125
0,3.0,1,2,4,0,7.5,4,3.5,2,10.0,0.5,8.333333333333334,0.0,17.125,13.5,15.0,20.0,8,16.666666666666668,1.25,54.0,0.5,9,1.7647058823529411,6.666666666666667,40.5,6.5625
0,2.0,1,3,3,0,5.5,3,4.0,2,14.0,3.5,1.1111111111111112,0.0,16.375,10.2,12.0,12.0,9,3.888888888888889,0.9166666666666666,30.599999999999998,0.5,6,1.8461538461538463,0.8333333333333333,30.599999999999998,19.9375
0,2.0,1,2,3,1,5.5,3,3.0,2,2.0,1.5,1.25,5.0,14.75,11.5,2.0,6.0,6,1.25,0.5,34.5,0.5753968253817082,1,0.3076923076923077,1.875,11.5,12.375
0,2.0,1,2,1,0,7.5,4,2.91,1,4.0,3.0,1.2903225806451613,-0.5,13.875,10.5,4.0,16.0,2,1.2903225806451613,1.3636363636363635,42.0,0.25,1,0.47058823529411764,1.2903225806451613,10.5,23.4375
0,2.0,1,2,3,1,5.5,3,3.0,2,2.0,1.5,1.25,5.0,14.75,11.5,2.0,6.0,6,1.25,0.5,34.5,0.5753968253817082,1,0.3076923076923077,1.875,11.5,12.375
0,2.0,1,3,2,0,5.5,3,3.05,1,5.0,2.0,1.4285714285714286,2.0,15.25,11.5,3.0,9.0,6,2.380952380952381,0.6875,34.5,0.4801587301526833,2,0.46153846153846156,1.4285714285714286,11.5,15.125
0,2.0,1,2,2,0,7.5,3,3.0,2,2.0,3.5,0.5555555555555556,0.0,14.125,9.5,6.0,6.0,4,0.5555555555555556,1.25,28.5,0.3333333333333333,0,0.7058823529411765,0.8333333333333333,28.5,29.0625
1,2.0,1,2,2,0,7.5,2,3.0,1,11.0,2.0,1.4285714285714286,-2.0,17.25,11.2,9.0,6.0,4,5.238095238095238,1.875,22.4,0.3333333333333333,6,1.0588235294117647,0.9523809523809523,33.599999999999994,20.625
1,2.0,1,3,1,0,5.5,4,2.9,1,13.0,1.0,2.727272727272727,4.0,16.625,10.5,6.0,12.0,3,11.818181818181817,0.55,42.0,0.4603174603053666,2,0.9230769230769231,3.6363636363636362,21.0,7.5625
0,3.0,1,3,3,0,7.5,4,4.0,2,3.0,3.5,0.8333333333333333,-0.5,12.75,10.5,9.0,12.0,9,0.8333333333333333,1.3636363636363635,42.0,0.5,3,1.0588235294117647,1.1111111111111112,31.5,31.875
0,2.0,1,2,2,0,7.5,3,3.05,1,9.0,2.0,1.9047619047619047,-0.5,14.875,9.5,8.0,12.0,4,4.285714285714286,1.3636363636363635,28.5,0.3333333333333333,6,0.9411764705882353,1.4285714285714286,19.0,15.9375
1,3.0,1,3,3,1,5.5,3,4.0,2,4.0,1.5,2.5,5.5,16.375,12.5,12.0,12.0,9,2.5,0.4782608695652174,37.5,0.6746031745865458,6,1.8461538461538463,1.875,37.5,8.9375
0,2.0,1,2,2,0,5.5,4,3.05,1,6.0,2.0,1.9047619047619047,7.5,13.25,11.2,12.0,16.0,4,2.857142857142857,0.4074074074074074,44.8,0.5714285714058956,6,1.8461538461538463,1.9047619047619047,33.599999999999994,15.125
0,2.0,0,3,4,0,7.5,4,4.0,2,2.0,5.0,0.3921568627450981,1.5,9.875,11.5,2.0,8.0,12,0.3921568627450981,1.0,46.0,0.6309523809478458,1,0.23529411764705882,0.7843137254901962,11.5,38.4375
0,3.0,1,3,3,1,7.5,2,4.0,2,10.0,0.5,8.333333333333334,1.0,16.125,11.5,15.0,10.0,9,16.666666666666668,1.0714285714285714,23.0,0.5317460317430084,6,1.7647058823529411,3.3333333333333335,34.5,6.5625
0,2.0,1,2,1,0,7.5,4,3.5,2,4.0,5.0,0.3921568627450981,0.5,10.875,12.5,4.0,8.0,2,0.7843137254901962,1.1538461538461537,50.0,0.2658730158715042,6,0.47058823529411764,0.7843137254901962,25.0,38.4375
1,2.0,1,3,2,0,5.5,3,2.0,1,3.0,3.5,0.8333333333333333,5.5,13.25,11.2,6.0,9.0,6,0.8333333333333333,0.4782608695652174,33.599999999999994,0.5912698412532124,4,0.9230769230769231,0.8333333333333333,22.4,26.125
1,3.0,1,2,1,0,9.5,3,4.0,2,3.0,1.5,1.875,-4.0,17.75,10.5,9.0,9.0,2,1.875,4.75,31.5,0.25,3,0.8571428571428571,1.875,31.5,21.375
0,2.0,1,2,3,0,7.5,4,3.25,2,4.0,5.0,0.7843137254901962,0.0,12.625,12.5,8.0,16.0,6,0.7843137254901962,1.25,50.0,0.4166666666666667,4,0.9411764705882353,0.7843137254901962,25.0,40.3125
1,2.0,1,3,1,0,7.5,2,2.0,1,11.0,2.0,1.4285714285714286,0.0,15.875,9.2,9.0,6.0,3,5.238095238095238,1.25,18.4,0.3333333333333333,3,1.0588235294117647,0.9523809523809523,27.599999999999998,15.9375
1,2.0,0,2,2,0,3.5,4,3.77,2,7.0,8.5,0.5813953488372093,6.0,9.125,13.5,15.0,20.0,4,0.813953488372093,0.2916666666666667,54.0,0.5238095237913832,9,3.3333333333333335,0.46511627906976744,40.5,31.0625
0,2.0,0,3,3,0,7.5,4,4.0,2,1.0,5.5,0.17857142857142858,2.0,10.125,10.5,2.0,4.0,9,0.17857142857142858,0.9375,42.0,0.5634920634860167,0,0.23529411764705882,0.7142857142857143,21.0,44.0625
1,2.0,1,3,4,0,5.5,4,3.8,2,4.0,7.0,0.5633802816901409,6.0,8.625,9.2,4.0,16.0,12,0.5633802816901409,0.4583333333333333,36.8,0.7738095237913832,1,0.6153846153846154,0.5633802816901409,9.2,40.5625
1,3.0,1,2,2,1,7.5,4,3.95,2,4.0,3.5,0.5555555555555556,-1.5,13.75,10.5,2.0,8.0,4,1.1111111111111112,1.6666666666666667,42.0,0.3333333333333333,1,0.23529411764705882,1.1111111111111112,10.5,31.875
1,2.0,1,2,3,1,5.5,4,3.5,2,5.0,5.0,0.5882352941176471,1.5,11.25,11.5,6.0,12.0,6,0.9803921568627452,0.7333333333333333,46.0,0.46428571428117915,2,0.9230769230769231,0.7843137254901962,23.0,31.625
0,2.0,0,3,3,0,7.5,3,4.0,2,2.0,3.5,0.5555555555555556,1.0,13.375,11.5,6.0,6.0,9,0.5555555555555556,1.0714285714285714,34.5,0.5317460317430084,6,0.7058823529411765,0.8333333333333333,34.5,27.1875
1,2.0,1,3,4,0,9.5,4,2.98,1,1.0,7.0,0.14084507042253522,0.0,8.25,7.7,2.0,4.0,12,0.14084507042253522,1.5833333333333333,30.8,0.5833333333333334,2,0.19047619047619047,0.5633802816901409,15.4,73.625
0,3.0,1,2,1,1,7.5,4,3.0,1,1.0,3.5,0.2777777777777778,-2.5,15.375,6.7,1.0,4.0,2,0.2777777777777778,2.142857142857143,26.8,0.25,0,0.11764705882352941,1.1111111111111112,6.7,27.1875
1,3.0,1,3,3,1,3.5,3,3.77,2,5.0,1.5,1.875,5.0,15.125,12.5,9.0,9.0,9,3.125,0.3181818181818182,37.5,0.6587301587150416,6,2.0,1.875,37.5,6.5625
1,3.0,1,2,2,0,7.5,4,4.0,2,1.0,5.0,0.19607843137254904,-1.0,13.25,8.2,2.0,4.0,4,0.19607843137254904,1.5,32.8,0.3333333333333333,0,0.23529411764705882,0.7843137254901962,16.4,43.125
0,2.0,1,2,3,0,5.5,4,3.81,2,1.0,4.0,0.24390243902439027,-0.5,14.25,11.5,1.0,4.0,6,0.24390243902439027,1.0,46.0,0.4166666666666667,2,0.15384615384615385,0.9756097560975611,11.5,26.125
1,4.0,1,2,3,2,7.5,4,3.56,2,1.0,4.0,0.24390243902439027,1.0,12.875,12.5,1.0,4.0,6,0.24390243902439027,1.0714285714285714,50.0,0.448412698409675,2,0.11764705882352941,0.9756097560975611,12.5,30.9375
1,2.0,1,3,2,0,5.5,4,3.9,2,1.0,2.0,0.47619047619047616,5.5,15.625,10.5,3.0,4.0,6,0.47619047619047616,0.4782608695652174,42.0,0.5912698412532124,3,0.46153846153846156,1.9047619047619047,31.5,13.0625
0,2.0,1,2,1,1,5.5,2,2.5,1,9.0,4.0,0.9756097560975611,0.5,13.625,10.2,8.0,8.0,2,2.1951219512195124,0.8461538461538461,20.4,0.2658730158715042,4,1.2307692307692308,0.48780487804878053,20.4,24.0625
0,2.0,1,2,3,1,5.5,3,3.0,2,2.0,1.5,1.25,5.0,14.75,11.5,2.0,6.0,6,1.25,0.5,34.5,0.5753968253817082,1,0.3076923076923077,1.875,11.5,12.375
1,3.0,1,2,2,1,7.5,3,3.39,2,2.0,3.0,0.6451612903225806,-2.0,16.875,10.5,2.0,6.0,4,0.6451612903225806,1.875,31.5,0.3333333333333333,1,0.23529411764705882,0.9677419354838709,10.5,23.4375
1,3.0,1,3,3,0,5.5,1,3.84,2,4.0,7.0,0.5633802816901409,6.5,9.625,9.5,12.0,4.0,9,0.5633802816901409,0.44,9.5,0.7063492063295541,0,1.8461538461538463,0.14084507042253522,28.5,40.5625
0,3.0,1,3,3,0,7.5,3,3.75,2,6.0,1.5,3.75,0.0,16.375,13.5,18.0,18.0,9,3.75,1.25,40.5,0.5,9,2.1176470588235294,1.875,40.5,12.1875
0,3.0,0,2,3,0,7.5,3,3.0,2,2.0,3.5,0.5555555555555556,3.5,14.125,12.5,6.0,6.0,6,0.5555555555555556,0.7894736842105263,37.5,0.5277777777671958,6,0.7058823529411765,0.8333333333333333,37.5,29.0625
0,3.0,0,3,3,1,5.5,4,3.5,2,8.0,1.5,1.875,5.0,13.125,10.5,3.0,12.0,9,5.0,0.5,42.0,0.6587301587150416,1,0.46153846153846156,2.5,10.5,10.3125
1,2.0,1,3,1,1,5.5,2,3.5,2,5.0,5.0,0.5882352941176471,4.0,10.625,11.5,9.0,6.0,3,0.9803921568627452,0.55,23.0,0.4603174603053666,3,1.3846153846153846,0.3921568627450981,34.5,29.5625
0,3.0,1,2,3,0,7.5,4,3.95,2,11.0,5.0,0.5882352941176471,-0.5,11.25,10.2,9.0,12.0,6,2.1568627450980395,1.3636363636363635,40.8,0.4166666666666667,6,1.0588235294117647,0.7843137254901962,30.599999999999998,43.125
1,2.0,1,3,3,0,7.5,3,3.87,2,14.0,6.5,0.6060606060606061,0.0,10.75,10.2,12.0,12.0,9,2.121212121212121,1.25,30.599999999999998,0.5,6,1.411764705882353,0.4545454545454546,30.599999999999998,54.375
1,2.0,0,3,3,0,7.5,4,3.3,2,11.0,5.0,0.5882352941176471,1.0,13.25,11.2,9.0,12.0,9,2.1568627450980395,1.0714285714285714,44.8,0.5317460317430084,6,1.0588235294117647,0.7843137254901962,33.599999999999994,43.125
0,2.0,1,3,3,0,5.5,4,3.56,0,3.0,8.5,0.3488372093023256,0.0,11.125,12.5,9.0,12.0,9,0.3488372093023256,0.9166666666666666,50.0,0.5,6,1.3846153846153846,0.46511627906976744,37.5,48.8125
0,2.0,1,2,2,0,5.5,2,2.5,1,4.0,2.0,0.9523809523809523,3.0,14.25,11.2,6.0,4.0,4,1.9047619047619047,0.6111111111111112,22.4,0.4285714285623583,6,0.9230769230769231,0.9523809523809523,33.599999999999994,15.125
1,2.0,1,3,2,1,7.5,3,3.97,2,2.0,2.0,0.9523809523809523,4.5,14.25,12.5,4.0,6.0,6,0.9523809523809523,0.7142857142857143,37.5,0.5595238095102041,4,0.47058823529411764,1.4285714285714286,25.0,20.625
1,3.0,1,1,2,0,7.5,3,3.75,2,3.0,3.5,0.8333333333333333,-1.0,15.375,12.5,9.0,9.0,2,0.8333333333333333,1.5,37.5,0.25,6,1.0588235294117647,0.8333333333333333,37.5,27.1875
1,2.0,1,3,2,1,5.5,4,3.5,2,6.0,5.0,0.7843137254901962,2.0,12.625,11.5,12.0,16.0,6,1.1764705882352942,0.6875,46.0,0.4801587301526833,3,1.8461538461538463,0.7843137254901962,34.5,29.5625
0,3.0,1,1,3,1,7.5,4,3.05,2,1.0,5.0,0.19607843137254904,-3.5,14.25,9.2,1.0,4.0,3,0.19607843137254904,3.0,36.8,0.3333333333333333,1,0.11764705882352941,0.7843137254901962,9.2,43.125
1,3.0,1,2,2,0,5.5,4,3.2,2,0.0,1.5,0.0,1.5,14.75,8.2,0.0,0.0,4,0.0,0.7333333333333333,32.8,0.38095238094784584,0,0.0,2.5,16.4,12.375
0,3.0,1,2,2,2,5.5,4,2.9,1,0.0,5.0,0.0,1.0,13.625,9.2,0.0,0.0,4,0.0,0.7857142857142857,36.8,0.3650793650763417,2,0.0,0.7843137254901962,18.4,29.5625
1,3.0,0,2,2,2,7.5,4,3.0,2,2.0,7.0,0.28169014084507044,-1.0,11.875,11.5,2.0,8.0,4,0.28169014084507044,1.5,46.0,0.3333333333333333,2,0.23529411764705882,0.5633802816901409,11.5,53.4375
1,3.0,1,2,3,0,7.5,4,2.5,1,3.0,5.0,0.19607843137254904,3.5,12.625,9.2,3.0,4.0,6,0.5882352941176471,0.7894736842105263,36.8,0.5277777777671958,3,0.35294117647058826,0.7843137254901962,27.599999999999998,40.3125
0,3.0,1,2,2,2,7.5,4,3.5,2,11.0,3.5,0.8333333333333333,0.0,13.75,11.5,9.0,12.0,4,3.0555555555555554,1.25,46.0,0.3333333333333333,6,1.0588235294117647,1.1111111111111112,34.5,31.875
0,3.0,1,3,1,1,7.5,4,3.0,1,1.0,5.0,0.19607843137254904,-1.5,12.25,10.5,3.0,4.0,3,0.19607843137254904,1.6666666666666667,42.0,0.3333333333333333,3,0.35294117647058826,0.7843137254901962,31.5,43.125
0,3.0,1,2,3,2,7.5,2,3.11,2,3.0,4.0,0.24390243902439027,1.0,11.75,12.5,3.0,2.0,6,0.7317073170731708,1.0714285714285714,25.0,0.448412698409675,6,0.35294117647058826,0.48780487804878053,37.5,39.375
1,3.0,1,2,2,2,5.5,2,3.3,1,3.0,3.5,0.8333333333333333,5.0,13.125,11.5,9.0,6.0,4,0.8333333333333333,0.5,23.0,0.4920634920483749,6,1.3846153846153846,0.5555555555555556,34.5,21.3125
1,2.0,1,3,2,0,9.5,4,2.5,0,7.0,3.0,1.6129032258064515,0.0,14.25,11.2,5.0,20.0,6,2.258064516129032,1.5833333333333333,44.8,0.4166666666666667,2,0.47619047619047616,1.2903225806451613,11.2,35.625
1,3.0,1,2,3,0,3.5,3,3.75,1,1.0,5.0,0.19607843137254904,1.5,13.875,10.2,3.0,3.0,6,0.19607843137254904,0.4666666666666667,30.599999999999998,0.46428571428117915,6,0.6666666666666666,0.5882352941176471,30.599999999999998,17.9375
1,2.0,1,2,3,0,7.5,3,3.5,1,4.0,6.5,0.6060606060606061,4.5,10.375,12.5,12.0,12.0,6,0.6060606060606061,0.7142857142857143,37.5,0.5595238095102041,6,1.411764705882353,0.4545454545454546,37.5,49.6875
0,1.0,0,3,2,0,5.5,3,2.79,1,5.0,8.5,0.5813953488372093,2.0,9.375,11.5,5.0,15.0,6,0.5813953488372093,0.6875,34.5,0.4801587301526833,1,0.7692307692307693,0.3488372093023256,11.5,47.4375
1,3.0,1,3,2,0,3.5,4,3.65,1,5.0,3.5,0.8333333333333333,7.0,12.75,12.5,3.0,12.0,6,1.3888888888888888,0.2692307692307692,50.0,0.6388888888677249,2,0.6666666666666666,1.1111111111111112,12.5,14.875
1,4.0,1,4,4,1,3.5,3,3.86,2,3.0,3.0,0.9677419354838709,8.5,13.625,10.5,9.0,9.0,16,0.9677419354838709,0.2413793103448276,31.5,0.9365079364822373,0,2.0,0.9677419354838709,31.5,11.8125
0,1.0,1,2,3,0,5.5,3,3.0,1,2.0,1.5,1.25,6.0,13.75,12.5,6.0,6.0,6,1.25,0.4583333333333333,37.5,0.6071428571247166,6,0.9230769230769231,1.875,37.5,12.375
1,3.0,1,3,3,0,5.5,3,3.8,2,4.0,5.0,0.3921568627450981,3.0,11.625,10.2,6.0,6.0,9,0.7843137254901962,0.6111111111111112,30.599999999999998,0.5952380952290249,3,0.9230769230769231,0.5882352941176471,30.599999999999998,29.5625
1,1.0,1,2,2,0,5.5,3,3.67,2,5.0,5.0,0.9803921568627452,3.0,11.875,12.5,15.0,15.0,4,0.9803921568627452,0.6111111111111112,37.5,0.4285714285623583,6,2.3076923076923075,0.5882352941176471,37.5,28.1875
1,1.0,1,2,3,0,5.5,2,3.58,1,3.0,6.5,0.4545454545454546,3.0,10.375,6.5,9.0,6.0,6,0.4545454545454546,0.6111111111111112,13.0,0.5119047618956917,3,1.3846153846153846,0.30303030303030304,19.5,36.4375
1,2.0,1,3,2,0,5.5,4,3.8,2,1.0,5.0,0.19607843137254904,6.5,11.625,11.5,2.0,4.0,6,0.19607843137254904,0.44,46.0,0.6230158729962207,2,0.3076923076923077,0.7843137254901962,23.0,29.5625
1,3.0,0,3,3,1,7.5,4,3.0,2,1.0,4.0,0.24390243902439027,-1.0,14.25,12.5,2.0,4.0,9,0.24390243902439027,1.5,50.0,0.5,4,0.23529411764705882,0.9756097560975611,25.0,35.625
1,2.0,1,1,3,1,1.5,2,1.9,0,6.0,4.0,0.9756097560975611,3.5,14.625,8.7,8.0,8.0,3,1.4634146341463417,0.15789473684210525,17.4,0.44444444443386244,2,3.2,0.48780487804878053,17.4,6.5625
1,2.0,1,2,1,1,3.5,4,1.42,0,12.0,3.5,1.1111111111111112,3.0,14.75,5.5,4.0,16.0,2,3.333333333333333,0.3888888888888889,22.0,0.345238095229025,0,0.8888888888888888,1.1111111111111112,5.5,14.875
1,2.0,1,4,3,2,7.5,2,1.75,0,4.0,3.0,1.2903225806451613,-1.0,15.625,10.5,8.0,8.0,12,1.2903225806451613,1.5,21.0,0.5833333333333334,2,0.9411764705882353,0.6451612903225806,21.0,25.3125
1,3.0,1,1,3,1,7.5,1,2.27,0,0.0,8.5,0.0,-3.5,11.125,8.7,0.0,0.0,3,0.0,3.0,8.7,0.3333333333333333,4,0.0,0.11627906976744186,17.4,66.5625
0,3.0,0,3,2,1,1.5,3,1.6,0,0.0,5.0,0.0,7.5,14.25,7.7,0.0,0.0,6,0.0,0.1111111111111111,23.1,0.654761904739229,0,0.0,0.5882352941176471,7.7,8.625
1,3.0,0,3,1,2,7.5,1,1.75,0,3.0,5.0,0.5882352941176471,3.0,11.25,7.5,3.0,3.0,3,0.5882352941176471,0.8333333333333334,7.5,0.4285714285623583,1,0.35294117647058826,0.19607843137254904,7.5,43.125
1,2.0,0,2,4,2,7.5,0,1.7,0,1.0,6.5,0.15151515151515152,-2.5,12.125,9.5,1.0,0.0,8,0.15151515151515152,2.142857142857143,0.0,0.5,0,0.11764705882352941,0.0,9.5,51.5625
0,2.0,0,2,2,1,3.5,2,2.37,0,3.0,5.0,0.5882352941176471,2.0,14.625,10.2,3.0,6.0,4,0.5882352941176471,0.4375,20.4,0.39682539681935,1,0.6666666666666666,0.3921568627450981,10.2,18.8125
0,2.0,1,3,3,0,7.5,2,1.95,0,2.0,5.0,0.3921568627450981,3.5,12.625,8.7,4.0,4.0,9,0.3921568627450981,0.7894736842105263,17.4,0.6111111111005291,4,0.47058823529411764,0.3921568627450981,17.4,40.3125
0,2.0,0,2,1,0,1.5,3,1.5,0,0.0,5.5,0.0,4.0,13.75,7.7,0.0,0.0,2,0.0,0.15,23.1,0.37698412697203326,2,0.0,0.5357142857142857,15.4,9.375
0,2.0,1,4,2,2,7.5,3,1.45,0,1.0,7.0,0.14084507042253522,-3.5,12.875,11.2,2.0,3.0,8,0.14084507042253522,3.0,33.599999999999994,0.5,6,0.23529411764705882,0.4225352112676057,22.4,53.4375
0,2.0,0,4,3,0,9.5,3,2.14,0,1.0,8.5,0.11627906976744186,-4.0,10.25,8.2,1.0,3.0,12,0.11627906976744186,4.75,24.599999999999998,0.5833333333333334,0,0.09523809523809523,0.3488372093023256,8.2,92.625
0,2.0,1,3,3,2,7.5,3,1.63,0,3.0,8.5,0.11627906976744186,1.0,10.375,8.7,2.0,3.0,9,0.3488372093023256,1.0714285714285714,26.099999999999998,0.5317460317430084,2,0.23529411764705882,0.3488372093023256,17.4,64.6875
1,1.0,1,3,2,0,7.5,1,2.17,0,1.0,3.0,0.3225806451612903,0.0,13.75,9.2,1.0,1.0,6,0.3225806451612903,1.25,9.2,0.4166666666666667,1,0.11764705882352941,0.3225806451612903,9.2,31.875
0,1.0,0,3,2,1,5.5,3,2.03,0,1.0,6.5,0.15151515151515152,5.5,10.75,10.2,1.0,3.0,6,0.15151515151515152,0.4782608695652174,30.599999999999998,0.5912698412532124,1,0.15384615384615385,0.4545454545454546,10.2,39.875
